Id,WnvPresent
1,0.016648168701442843
2,0.016648168701442843
3,0.016648168701442843
4,0.016648168701442843
5,0.016648168701442843
6,0.016648168701442843
7,0.016648168701442843
8,0.016648168701442843
9,0.016648168701442843
10,0.016648168701442843
11,0.016648168701442843
12,0.016648168701442843
13,0.016648168701442843
14,0.016648168701442843
15,0.016648168701442843
16,0.016648168701442843
17,0.016648168701442843
18,0.016648168701442843
19,0.016648168701442843
20,0.016648168701442843
21,0.016648168701442843
22,0.016648168701442843
23,0.016648168701442843
24,0.016648168701442843
25,0.016648168701442843
26,0.016648168701442843
27,0.016648168701442843
28,0.016648168701442843
29,0.016648168701442843
30,0.016648168701442843
31,0.016648168701442843
32,0.016648168701442843
33,0.016648168701442843
34,0.016648168701442843
35,0.016648168701442843
36,0.016648168701442843
37,0.016648168701442843
38,0.016648168701442843
39,0.016648168701442843
40,0.016648168701442843
41,0.016648168701442843
42,0.016648168701442843
43,0.016648168701442843
44,0.016648168701442843
45,0.016648168701442843
46,0.016648168701442843
47,0.016648168701442843
48,0.016648168701442843
49,0.016648168701442843
50,0.016648168701442843
51,0.016648168701442843
52,0.016648168701442843
53,0.016648168701442843
54,0.016648168701442843
55,0.016648168701442843
56,0.016648168701442843
57,0.016648168701442843
58,0.016648168701442843
59,0.016648168701442843
60,0.016648168701442843
61,0.016648168701442843
62,0.016648168701442843
63,0.016648168701442843
64,0.016648168701442843
65,0.016648168701442843
66,0.016648168701442843
67,0.016648168701442843
68,0.016648168701442843
69,0.016648168701442843
70,0.016648168701442843
71,0.016648168701442843
72,0.016648168701442843
73,0.016648168701442843
74,0.016648168701442843
75,0.016648168701442843
76,0.016648168701442843
77,0.016648168701442843
78,0.016648168701442843
79,0.016648168701442843
80,0.016648168701442843
81,0.016648168701442843
82,0.016648168701442843
83,0.016648168701442843
84,0.016648168701442843
85,0.016648168701442843
86,0.016648168701442843
87,0.016648168701442843
88,0.016648168701442843
89,0.016648168701442843
90,0.016648168701442843
91,0.016648168701442843
92,0.016648168701442843
93,0.016648168701442843
94,0.016648168701442843
95,0.016648168701442843
96,0.016648168701442843
97,0.016648168701442843
98,0.016648168701442843
99,0.016648168701442843
100,0.016648168701442843
101,0.016648168701442843
102,0.016648168701442843
103,0.016648168701442843
104,0.016648168701442843
105,0.016648168701442843
106,0.016648168701442843
107,0.016648168701442843
108,0.016648168701442843
109,0.016648168701442843
110,0.016648168701442843
111,0.016648168701442843
112,0.016648168701442843
113,0.016648168701442843
114,0.016648168701442843
115,0.016648168701442843
116,0.016648168701442843
117,0.016648168701442843
118,0.016648168701442843
119,0.016648168701442843
120,0.016648168701442843
121,0.016648168701442843
122,0.016648168701442843
123,0.016648168701442843
124,0.016648168701442843
125,0.016648168701442843
126,0.016648168701442843
127,0.016648168701442843
128,0.016648168701442843
129,0.016648168701442843
130,0.016648168701442843
131,0.016648168701442843
132,0.016648168701442843
133,0.016648168701442843
134,0.016648168701442843
135,0.016648168701442843
136,0.016648168701442843
137,0.016648168701442843
138,0.016648168701442843
139,0.016648168701442843
140,0.016648168701442843
141,0.016648168701442843
142,0.016648168701442843
143,0.016648168701442843
144,0.016648168701442843
145,0.016648168701442843
146,0.016648168701442843
147,0.016648168701442843
148,0.016648168701442843
149,0.016648168701442843
150,0.016648168701442843
151,0.016648168701442843
152,0.016648168701442843
153,0.016648168701442843
154,0.016648168701442843
155,0.016648168701442843
156,0.016648168701442843
157,0.016648168701442843
158,0.016648168701442843
159,0.016648168701442843
160,0.016648168701442843
161,0.016648168701442843
162,0.016648168701442843
163,0.016648168701442843
164,0.016648168701442843
165,0.016648168701442843
166,0.016648168701442843
167,0.016648168701442843
168,0.016648168701442843
169,0.016648168701442843
170,0.016648168701442843
171,0.016648168701442843
172,0.016648168701442843
173,0.016648168701442843
174,0.016648168701442843
175,0.016648168701442843
176,0.016648168701442843
177,0.016648168701442843
178,0.016648168701442843
179,0.016648168701442843
180,0.016648168701442843
181,0.016648168701442843
182,0.016648168701442843
183,0.016648168701442843
184,0.016648168701442843
185,0.016648168701442843
186,0.016648168701442843
187,0.016648168701442843
188,0.016648168701442843
189,0.016648168701442843
190,0.016648168701442843
191,0.016648168701442843
192,0.016648168701442843
193,0.016648168701442843
194,0.016648168701442843
195,0.016648168701442843
196,0.016648168701442843
197,0.016648168701442843
198,0.016648168701442843
199,0.016648168701442843
200,0.016648168701442843
201,0.016648168701442843
202,0.016648168701442843
203,0.016648168701442843
204,0.016648168701442843
205,0.016648168701442843
206,0.016648168701442843
207,0.016648168701442843
208,0.016648168701442843
209,0.016648168701442843
210,0.016648168701442843
211,0.016648168701442843
212,0.016648168701442843
213,0.016648168701442843
214,0.016648168701442843
215,0.016648168701442843
216,0.016648168701442843
217,0.016648168701442843
218,0.016648168701442843
219,0.016648168701442843
220,0.016648168701442843
221,0.016648168701442843
222,0.016648168701442843
223,0.016648168701442843
224,0.016648168701442843
225,0.016648168701442843
226,0.016648168701442843
227,0.016648168701442843
228,0.016648168701442843
229,0.016648168701442843
230,0.016648168701442843
231,0.016648168701442843
232,0.016648168701442843
233,0.016648168701442843
234,0.016648168701442843
235,0.016648168701442843
236,0.016648168701442843
237,0.016648168701442843
238,0.016648168701442843
239,0.016648168701442843
240,0.016648168701442843
241,0.016648168701442843
242,0.016648168701442843
243,0.016648168701442843
244,0.016648168701442843
245,0.016648168701442843
246,0.016648168701442843
247,0.016648168701442843
248,0.016648168701442843
249,0.016648168701442843
250,0.016648168701442843
251,0.016648168701442843
252,0.016648168701442843
253,0.016648168701442843
254,0.016648168701442843
255,0.016648168701442843
256,0.016648168701442843
257,0.016648168701442843
258,0.016648168701442843
259,0.016648168701442843
260,0.016648168701442843
261,0.016648168701442843
262,0.016648168701442843
263,0.016648168701442843
264,0.016648168701442843
265,0.016648168701442843
266,0.016648168701442843
267,0.016648168701442843
268,0.016648168701442843
269,0.016648168701442843
270,0.016648168701442843
271,0.016648168701442843
272,0.016648168701442843
273,0.016648168701442843
274,0.016648168701442843
275,0.016648168701442843
276,0.016648168701442843
277,0.016648168701442843
278,0.016648168701442843
279,0.016648168701442843
280,0.016648168701442843
281,0.016648168701442843
282,0.016648168701442843
283,0.016648168701442843
284,0.016648168701442843
285,0.016648168701442843
286,0.016648168701442843
287,0.016648168701442843
288,0.016648168701442843
289,0.016648168701442843
290,0.016648168701442843
291,0.016648168701442843
292,0.016648168701442843
293,0.016648168701442843
294,0.016648168701442843
295,0.016648168701442843
296,0.016648168701442843
297,0.016648168701442843
298,0.016648168701442843
299,0.016648168701442843
300,0.016648168701442843
301,0.016648168701442843
302,0.016648168701442843
303,0.016648168701442843
304,0.016648168701442843
305,0.016648168701442843
306,0.016648168701442843
307,0.016648168701442843
308,0.016648168701442843
309,0.016648168701442843
310,0.016648168701442843
311,0.016648168701442843
312,0.016648168701442843
313,0.016648168701442843
314,0.016648168701442843
315,0.016648168701442843
316,0.016648168701442843
317,0.016648168701442843
318,0.016648168701442843
319,0.016648168701442843
320,0.016648168701442843
321,0.016648168701442843
322,0.016648168701442843
323,0.016648168701442843
324,0.016648168701442843
325,0.016648168701442843
326,0.016648168701442843
327,0.016648168701442843
328,0.016648168701442843
329,0.016648168701442843
330,0.016648168701442843
331,0.016648168701442843
332,0.016648168701442843
333,0.016648168701442843
334,0.016648168701442843
335,0.016648168701442843
336,0.016648168701442843
337,0.016648168701442843
338,0.016648168701442843
339,0.016648168701442843
340,0.016648168701442843
341,0.016648168701442843
342,0.016648168701442843
343,0.016648168701442843
344,0.016648168701442843
345,0.016648168701442843
346,0.016648168701442843
347,0.016648168701442843
348,0.016648168701442843
349,0.016648168701442843
350,0.016648168701442843
351,0.016648168701442843
352,0.016648168701442843
353,0.016648168701442843
354,0.016648168701442843
355,0.016648168701442843
356,0.016648168701442843
357,0.016648168701442843
358,0.016648168701442843
359,0.016648168701442843
360,0.016648168701442843
361,0.016648168701442843
362,0.016648168701442843
363,0.016648168701442843
364,0.016648168701442843
365,0.016648168701442843
366,0.016648168701442843
367,0.016648168701442843
368,0.016648168701442843
369,0.016648168701442843
370,0.016648168701442843
371,0.016648168701442843
372,0.016648168701442843
373,0.016648168701442843
374,0.016648168701442843
375,0.016648168701442843
376,0.016648168701442843
377,0.016648168701442843
378,0.016648168701442843
379,0.016648168701442843
380,0.016648168701442843
381,0.016648168701442843
