Id,WnvPresent
1,0.6068384
2,0.6068384
3,0.6068384
4,0.6068384
5,0.6068384
6,0.6068384
7,0.6068384
8,0.6068384
9,0.34129488
10,0.34129488
11,0.34129488
12,0.34129488
13,0.34129488
14,0.34129488
15,0.34129488
16,0.34129488
17,0.67025375
18,0.67025375
19,0.67025375
20,0.67025375
21,0.67025375
22,0.67025375
23,0.67025375
24,0.67025375
25,0.33591852
26,0.33591852
27,0.33591852
28,0.33591852
29,0.33591852
30,0.33591852
31,0.33591852
32,0.33591852
33,0.355008
34,0.355008
35,0.355008
36,0.355008
37,0.355008
38,0.355008
39,0.355008
40,0.355008
41,0.355008
42,0.355008
43,0.355008
44,0.355008
45,0.355008
46,0.355008
47,0.355008
48,0.355008
49,0.355008
50,0.355008
51,0.355008
52,0.355008
53,0.355008
54,0.355008
55,0.355008
56,0.355008
57,0.4423063
58,0.4423063
59,0.4423063
60,0.4423063
61,0.4423063
62,0.4423063
63,0.4423063
64,0.4423063
65,0.2872648
66,0.2872648
67,0.2872648
68,0.2872648
69,0.2872648
70,0.2872648
71,0.2872648
72,0.2872648
73,0.5492247
74,0.5492247
75,0.5492247
76,0.5492247
77,0.5492247
78,0.5492247
79,0.5492247
80,0.5492247
81,0.42698383
82,0.42698383
83,0.42698383
84,0.42698383
85,0.42698383
86,0.42698383
87,0.42698383
88,0.42698383
89,0.48983887
90,0.48983887
91,0.48983887
92,0.48983887
93,0.48983887
94,0.48983887
95,0.48983887
96,0.48983887
97,0.5164732
98,0.5164732
99,0.5164732
100,0.5164732
101,0.5164732
102,0.5164732
103,0.5164732
104,0.5164732
105,0.23686136
106,0.23686136
107,0.23686136
108,0.23686136
109,0.23686136
110,0.23686136
111,0.23686136
112,0.23686136
113,0.61720216
114,0.61720216
115,0.61720216
116,0.61720216
117,0.61720216
118,0.61720216
119,0.61720216
120,0.61720216
121,0.17891338
122,0.17891338
123,0.17891338
124,0.17891338
125,0.17891338
126,0.17891338
127,0.17891338
128,0.17891338
129,0.5278426
130,0.5278426
131,0.5278426
132,0.5278426
133,0.5278426
134,0.5278426
135,0.5278426
136,0.5278426
137,0.5164732
138,0.5164732
139,0.5164732
140,0.5164732
141,0.5164732
142,0.5164732
143,0.5164732
144,0.5164732
145,0.67025375
146,0.67025375
147,0.67025375
148,0.67025375
149,0.67025375
150,0.67025375
151,0.67025375
152,0.67025375
153,0.70854425
154,0.70854425
155,0.70854425
156,0.70854425
157,0.70854425
158,0.70854425
